coords2d_1,coords2d_2,coords2d_3,coords2d_4,coords2d_5,coords2d_6,coords2d_7,coords2d_8,coords3d_1,coords3d_2,coords3d_3,coords3d_4,coords3d_5,coords3d_6,coords3d_7,coords3d_8
105.67884517821501,89.49522420405755,118.52576164847034,158.26975816456076,76.87559593881274,94.17674514421101,73.42667142684729,173.59611526580076,87.27640993142222,94.02064800091954,93.59128181912502,95.27777846860623,93.68614631650733,85.45505802696829,98.23492936033077,98.4089147690585
119.57210564818126,73.2715100194721,25.299418544246382,157.20730857878695,77.73114543424853,88.65185293591188,78.08044813859216,122.14372651220442,87.42120311163733,92.56054480166756,96.37228896234409,92.8032692342023,92.05958457699298,87.23137166403515,96.54574844650574,96.77046167019915
112.5981956376531,103.6603057124228,128.9818113808977,42.90605308291535,84.79708541365345,81.28175097238797,90.29410361994975,82.67740450663169,92.9310962245191,87.90386525952545,96.51751927466607,95.30727122544235,87.84810359514147,90.83145509252216,93.4763980372854,95.91939960904806
60.97949177776696,133.5244335940898,178.01702350798323,90.85709562266639,110.19425591775375,76.90588099759258,99.9008739705994,99.70436259798896,94.1789308047454,88.28713449461154,91.16744575817343,91.88156935665494,83.55813690953732,92.64997929865972,93.86147044231238,99.75428445063258
109.29338811717493,168.42850342279584,14.364099560401085,50.35604435406632,78.9113201605567,83.6648995964538,77.25881053238547,117.817430050405,89.44149110585705,91.96370921161352,96.59889414843761,96.75206797076432,90.06377598075858,89.16717021822183,95.17309215919744,96.40527877603526
125.38114055614209,76.33609978684093,114.70373805309293,157.79133073395806,71.57256876532314,100.11383243873122,79.25258373224722,142.89628641842603,85.0519675829108,94.83515488963272,97.95952930280667,94.79449477350364,92.74615519236266,85.68328196789508,96.96550455213804,95.66694215694605
145.68234790163092,88.24330517070757,159.12884569798663,152.6621045540886,70.62029013086162,95.06794822711427,73.44214180531736,124.80642111862053,87.55469915896522,93.5641113266067,95.68778789429292,93.2027806591347,92.18176983105533,86.46688908080314,96.3281454497383,95.81091571446075
87.46402156754414,106.69771132689498,150.30544340362408,58.109685345148556,97.46416300306232,78.3009881167027,102.53403483904438,94.02420652947711,95.34132654864403,85.27082733448553,95.45598493424103,96.83358627850842,87.26727113831275,89.19326837104045,89.63307791207592,94.75302869505249
60.86169833534092,117.98147753389036,170.75819898641714,60.75543425223386,91.45105570307986,81.74543885476179,97.4264945097897,82.02500532767958,95.93394791198018,84.45593795517881,97.1116296192413,98.28087604287744,86.40547201978639,90.19553716003729,90.79236591990218,95.6642442322239
136.10318517560646,89.42402631214934,159.89549345118553,140.9105045398932,73.28330575616872,89.93805951889532,75.54303969212158,114.818881382121,89.20882754196974,92.6578408463944,94.99232437262388,94.73672503350367,90.89470264423647,87.92511397803335,95.58469301896075,94.84718968295029
